channel,symbol,date,side
prices,BP,2026-05-03,candidate
prices,BP,2026-05-04,candidate
prices,BP,2026-05-05,candidate
prices,BP,2026-05-06,candidate
prices,BP,2026-05-07,candidate
prices,BP,2026-05-08,candidate
prices,BP,2026-05-09,candidate
prices,BP,2026-05-10,candidate
prices,BP,2026-05-11,candidate
prices,BP,2026-05-12,candidate
prices,BP,2026-05-13,candidate
prices,BP,2026-05-14,candidate
prices,BP,2026-05-15,candidate
prices,BP,2026-05-16,candidate
prices,BP,2026-05-17,candidate
prices,BP,2026-05-18,candidate
prices,BTC,2026-04-30,candidate
prices,BTC,2026-05-01,candidate
prices,BTC,2026-05-02,candidate
prices,BTC,2026-05-03,candidate
prices,BTC,2026-05-04,candidate
prices,BTC,2026-05-05,candidate
prices,BTC,2026-05-06,candidate
prices,BTC,2026-05-07,candidate
prices,BTC,2026-05-08,candidate
prices,BTC,2026-05-09,candidate
prices,BTC,2026-05-10,candidate
prices,BTC,2026-05-11,candidate
prices,BTC,2026-05-12,candidate
prices,BTC,2026-05-13,candidate
prices,BTC,2026-05-14,candidate
prices,BTC,2026-05-15,candidate
prices,BTC,2026-05-16,candidate
prices,BTC,2026-05-17,candidate
prices,BTC,2026-05-18,candidate
prices,CHIP,2026-04-30,candidate
prices,CHIP,2026-05-01,candidate
prices,CHIP,2026-05-02,candidate
prices,CHIP,2026-05-03,candidate
prices,CHIP,2026-05-04,candidate
prices,CHIP,2026-05-05,candidate
prices,CHIP,2026-05-06,candidate
prices,CHIP,2026-05-07,candidate
prices,CHIP,2026-05-08,candidate
prices,CHIP,2026-05-09,candidate
prices,CHIP,2026-05-10,candidate
prices,CHIP,2026-05-11,candidate
prices,CHIP,2026-05-12,candidate
prices,CHIP,2026-05-13,candidate
prices,CHIP,2026-05-14,candidate
prices,CHIP,2026-05-15,candidate
prices,CHIP,2026-05-16,candidate
prices,CHIP,2026-05-17,candidate
prices,CHIP,2026-05-18,candidate
prices,CL,2026-04-30,candidate
prices,CL,2026-05-01,candidate
prices,CL,2026-05-02,candidate
prices,CL,2026-05-03,candidate
prices,CL,2026-05-04,candidate
prices,CL,2026-05-05,candidate
prices,CL,2026-05-06,candidate
prices,CL,2026-05-07,candidate
prices,CL,2026-05-08,candidate
prices,CL,2026-05-09,candidate
prices,CL,2026-05-10,candidate
prices,CL,2026-05-11,candidate
prices,CL,2026-05-12,candidate
prices,CL,2026-05-13,candidate
prices,CL,2026-05-14,candidate
prices,CL,2026-05-15,candidate
prices,CL,2026-05-16,candidate
prices,CL,2026-05-17,candidate
prices,CL,2026-05-18,candidate
prices,COPPER,2026-04-30,candidate
prices,COPPER,2026-05-01,candidate
prices,COPPER,2026-05-02,candidate
prices,COPPER,2026-05-03,candidate
prices,COPPER,2026-05-04,candidate
prices,COPPER,2026-05-05,candidate
prices,COPPER,2026-05-06,candidate
prices,COPPER,2026-05-07,candidate
prices,COPPER,2026-05-08,candidate
prices,COPPER,2026-05-09,candidate
prices,COPPER,2026-05-10,candidate
prices,COPPER,2026-05-11,candidate
prices,COPPER,2026-05-12,candidate
prices,COPPER,2026-05-13,candidate
prices,COPPER,2026-05-14,candidate
prices,COPPER,2026-05-15,candidate
prices,COPPER,2026-05-16,candidate
prices,COPPER,2026-05-17,candidate
prices,COPPER,2026-05-18,candidate
prices,CRCL,2026-04-30,candidate
prices,CRCL,2026-05-01,candidate
prices,CRCL,2026-05-02,candidate
prices,CRCL,2026-05-03,candidate
prices,CRCL,2026-05-04,candidate
prices,CRCL,2026-05-05,candidate
prices,CRCL,2026-05-06,candidate
prices,CRCL,2026-05-07,candidate
prices,CRCL,2026-05-08,candidate
prices,CRCL,2026-05-09,candidate
prices,CRCL,2026-05-10,candidate
prices,CRCL,2026-05-11,candidate
prices,CRCL,2026-05-12,candidate
prices,CRCL,2026-05-13,candidate
prices,CRCL,2026-05-14,candidate
prices,CRCL,2026-05-15,candidate
prices,CRCL,2026-05-16,candidate
prices,CRCL,2026-05-17,candidate
prices,CRCL,2026-05-18,candidate
prices,CRV,2026-04-30,candidate
prices,CRV,2026-05-01,candidate
prices,CRV,2026-05-02,candidate
prices,CRV,2026-05-03,candidate
prices,CRV,2026-05-04,candidate
prices,CRV,2026-05-05,candidate
prices,CRV,2026-05-06,candidate
prices,CRV,2026-05-07,candidate
prices,CRV,2026-05-08,candidate
prices,CRV,2026-05-09,candidate
prices,CRV,2026-05-10,candidate
prices,CRV,2026-05-11,candidate
prices,CRV,2026-05-12,candidate
prices,CRV,2026-05-13,candidate
prices,CRV,2026-05-14,candidate
prices,CRV,2026-05-15,candidate
prices,CRV,2026-05-16,candidate
prices,CRV,2026-05-17,candidate
prices,CRV,2026-05-18,candidate
prices,DOGE,2026-04-30,candidate
prices,DOGE,2026-05-01,candidate
prices,DOGE,2026-05-02,candidate
prices,DOGE,2026-05-03,candidate
prices,DOGE,2026-05-04,candidate
prices,DOGE,2026-05-05,candidate
prices,DOGE,2026-05-06,candidate
prices,DOGE,2026-05-07,candidate
prices,DOGE,2026-05-08,candidate
prices,DOGE,2026-05-09,candidate
prices,DOGE,2026-05-10,candidate
prices,DOGE,2026-05-11,candidate
prices,DOGE,2026-05-12,candidate
prices,DOGE,2026-05-13,candidate
prices,DOGE,2026-05-14,candidate
prices,DOGE,2026-05-15,candidate
prices,DOGE,2026-05-16,candidate
prices,DOGE,2026-05-17,candidate
prices,DOGE,2026-05-18,candidate
prices,ENA,2026-04-30,candidate
prices,ENA,2026-05-01,candidate
prices,ENA,2026-05-02,candidate
prices,ENA,2026-05-03,candidate
prices,ENA,2026-05-04,candidate
prices,ENA,2026-05-05,candidate
prices,ENA,2026-05-06,candidate
prices,ENA,2026-05-07,candidate
prices,ENA,2026-05-08,candidate
prices,ENA,2026-05-09,candidate
prices,ENA,2026-05-10,candidate
prices,ENA,2026-05-11,candidate
prices,ENA,2026-05-12,candidate
prices,ENA,2026-05-13,candidate
prices,ENA,2026-05-14,candidate
prices,ENA,2026-05-15,candidate
prices,ENA,2026-05-16,candidate
prices,ENA,2026-05-17,candidate
prices,ENA,2026-05-18,candidate
prices,ETH,2026-04-30,candidate
prices,ETH,2026-05-01,candidate
prices,ETH,2026-05-02,candidate
prices,ETH,2026-05-03,candidate
prices,ETH,2026-05-04,candidate
prices,ETH,2026-05-05,candidate
prices,ETH,2026-05-06,candidate
prices,ETH,2026-05-07,candidate
prices,ETH,2026-05-08,candidate
prices,ETH,2026-05-09,candidate
prices,ETH,2026-05-10,candidate
prices,ETH,2026-05-11,candidate
prices,ETH,2026-05-12,candidate
prices,ETH,2026-05-13,candidate
prices,ETH,2026-05-14,candidate
prices,ETH,2026-05-15,candidate
prices,ETH,2026-05-16,candidate
prices,ETH,2026-05-17,candidate
prices,ETH,2026-05-18,candidate
prices,EURUSD,2026-04-30,candidate
prices,EURUSD,2026-05-01,candidate
prices,EURUSD,2026-05-02,candidate
prices,EURUSD,2026-05-03,candidate
prices,EURUSD,2026-05-04,candidate
prices,EURUSD,2026-05-05,candidate
prices,EURUSD,2026-05-06,candidate
prices,EURUSD,2026-05-07,candidate
prices,EURUSD,2026-05-08,candidate
prices,EURUSD,2026-05-09,candidate
prices,EURUSD,2026-05-10,candidate
prices,EURUSD,2026-05-11,candidate
prices,EURUSD,2026-05-12,candidate
prices,EURUSD,2026-05-13,candidate
prices,EURUSD,2026-05-14,candidate
prices,EURUSD,2026-05-15,candidate
prices,EURUSD,2026-05-16,candidate
prices,EURUSD,2026-05-17,candidate
prices,EURUSD,2026-05-18,candidate
prices,FARTCOIN,2026-04-30,candidate
prices,FARTCOIN,2026-05-01,candidate
prices,FARTCOIN,2026-05-02,candidate
prices,FARTCOIN,2026-05-03,candidate
prices,FARTCOIN,2026-05-04,candidate
prices,FARTCOIN,2026-05-05,candidate
prices,FARTCOIN,2026-05-06,candidate
prices,FARTCOIN,2026-05-07,candidate
prices,FARTCOIN,2026-05-08,candidate
prices,FARTCOIN,2026-05-09,candidate
prices,FARTCOIN,2026-05-10,candidate
prices,FARTCOIN,2026-05-11,candidate
prices,FARTCOIN,2026-05-12,candidate
prices,FARTCOIN,2026-05-13,candidate
prices,FARTCOIN,2026-05-14,candidate
prices,FARTCOIN,2026-05-15,candidate
prices,FARTCOIN,2026-05-16,candidate
prices,FARTCOIN,2026-05-17,candidate
prices,FARTCOIN,2026-05-18,candidate
prices,GOOGL,2026-04-30,candidate
prices,GOOGL,2026-05-01,candidate
prices,GOOGL,2026-05-02,candidate
prices,GOOGL,2026-05-03,candidate
prices,GOOGL,2026-05-04,candidate
prices,GOOGL,2026-05-05,candidate
prices,GOOGL,2026-05-06,candidate
prices,GOOGL,2026-05-07,candidate
prices,GOOGL,2026-05-08,candidate
prices,GOOGL,2026-05-09,candidate
prices,GOOGL,2026-05-10,candidate
prices,GOOGL,2026-05-11,candidate
prices,GOOGL,2026-05-12,candidate
prices,GOOGL,2026-05-13,candidate
prices,GOOGL,2026-05-14,candidate
prices,GOOGL,2026-05-15,candidate
prices,GOOGL,2026-05-17,candidate
prices,GOOGL,2026-05-18,candidate
prices,HOOD,2026-04-30,candidate
prices,HOOD,2026-05-01,candidate
prices,HOOD,2026-05-02,candidate
prices,HOOD,2026-05-03,candidate
prices,HOOD,2026-05-04,candidate
prices,HOOD,2026-05-05,candidate
prices,HOOD,2026-05-06,candidate
prices,HOOD,2026-05-07,candidate
prices,HOOD,2026-05-08,candidate
prices,HOOD,2026-05-09,candidate
prices,HOOD,2026-05-10,candidate
prices,HOOD,2026-05-11,candidate
prices,HOOD,2026-05-12,candidate
prices,HOOD,2026-05-13,candidate
prices,HOOD,2026-05-14,candidate
prices,HOOD,2026-05-17,candidate
prices,HOOD,2026-05-18,candidate
prices,HYPE,2026-04-30,candidate
prices,HYPE,2026-05-01,candidate
prices,HYPE,2026-05-02,candidate
prices,HYPE,2026-05-03,candidate
prices,HYPE,2026-05-04,candidate
prices,HYPE,2026-05-05,candidate
prices,HYPE,2026-05-06,candidate
prices,HYPE,2026-05-07,candidate
prices,HYPE,2026-05-08,candidate
prices,HYPE,2026-05-09,candidate
prices,HYPE,2026-05-10,candidate
prices,HYPE,2026-05-11,candidate
prices,HYPE,2026-05-12,candidate
prices,HYPE,2026-05-13,candidate
prices,HYPE,2026-05-14,candidate
prices,HYPE,2026-05-17,candidate
prices,HYPE,2026-05-18,candidate
prices,ICP,2026-04-30,candidate
prices,ICP,2026-05-01,candidate
prices,ICP,2026-05-02,candidate
prices,ICP,2026-05-03,candidate
prices,ICP,2026-05-04,candidate
prices,ICP,2026-05-05,candidate
prices,ICP,2026-05-06,candidate
prices,ICP,2026-05-07,candidate
prices,ICP,2026-05-08,candidate
prices,ICP,2026-05-09,candidate
prices,ICP,2026-05-10,candidate
prices,ICP,2026-05-11,candidate
prices,ICP,2026-05-12,candidate
prices,ICP,2026-05-13,candidate
prices,ICP,2026-05-14,candidate
prices,ICP,2026-05-17,candidate
prices,ICP,2026-05-18,candidate
prices,JUP,2026-04-30,candidate
prices,JUP,2026-05-01,candidate
prices,JUP,2026-05-02,candidate
prices,JUP,2026-05-03,candidate
prices,JUP,2026-05-04,candidate
prices,JUP,2026-05-05,candidate
prices,JUP,2026-05-06,candidate
prices,JUP,2026-05-07,candidate
prices,JUP,2026-05-08,candidate
prices,JUP,2026-05-09,candidate
prices,JUP,2026-05-10,candidate
prices,JUP,2026-05-11,candidate
prices,JUP,2026-05-12,candidate
prices,JUP,2026-05-13,candidate
prices,JUP,2026-05-14,candidate
prices,JUP,2026-05-17,candidate
prices,JUP,2026-05-18,candidate
prices,LDO,2026-04-30,candidate
prices,LDO,2026-05-01,candidate
prices,LDO,2026-05-02,candidate
prices,LDO,2026-05-03,candidate
prices,LDO,2026-05-04,candidate
prices,LDO,2026-05-05,candidate
prices,LDO,2026-05-06,candidate
prices,LDO,2026-05-07,candidate
prices,LDO,2026-05-08,candidate
prices,LDO,2026-05-09,candidate
prices,LDO,2026-05-10,candidate
prices,LDO,2026-05-11,candidate
prices,LDO,2026-05-12,candidate
prices,LDO,2026-05-13,candidate
prices,LDO,2026-05-14,candidate
prices,LDO,2026-05-17,candidate
prices,LDO,2026-05-18,candidate
prices,LINK,2026-04-30,candidate
prices,LINK,2026-05-01,candidate
prices,LINK,2026-05-02,candidate
prices,LINK,2026-05-03,candidate
prices,LINK,2026-05-04,candidate
prices,LINK,2026-05-05,candidate
prices,LINK,2026-05-06,candidate
prices,LINK,2026-05-07,candidate
prices,LINK,2026-05-08,candidate
prices,LINK,2026-05-09,candidate
prices,LINK,2026-05-10,candidate
prices,LINK,2026-05-11,candidate
prices,LINK,2026-05-12,candidate
prices,LINK,2026-05-13,candidate
prices,LINK,2026-05-14,candidate
prices,LINK,2026-05-17,candidate
prices,LINK,2026-05-18,candidate
prices,LIT,2026-04-30,candidate
prices,LIT,2026-05-01,candidate
prices,LIT,2026-05-02,candidate
prices,LIT,2026-05-03,candidate
prices,LIT,2026-05-04,candidate
prices,LIT,2026-05-05,candidate
prices,LIT,2026-05-06,candidate
prices,LIT,2026-05-07,candidate
prices,LIT,2026-05-08,candidate
prices,LIT,2026-05-09,candidate
prices,LIT,2026-05-10,candidate
prices,LIT,2026-05-11,candidate
prices,LIT,2026-05-12,candidate
prices,LIT,2026-05-13,candidate
prices,LIT,2026-05-14,candidate
prices,LIT,2026-05-17,candidate
prices,LIT,2026-05-18,candidate
prices,LTC,2026-04-30,candidate
prices,LTC,2026-05-01,candidate
prices,LTC,2026-05-02,candidate
prices,LTC,2026-05-03,candidate
prices,LTC,2026-05-04,candidate
prices,LTC,2026-05-05,candidate
prices,LTC,2026-05-06,candidate
prices,LTC,2026-05-07,candidate
prices,LTC,2026-05-08,candidate
prices,LTC,2026-05-09,candidate
prices,LTC,2026-05-10,candidate
prices,LTC,2026-05-11,candidate
prices,LTC,2026-05-12,candidate
prices,LTC,2026-05-13,candidate
prices,LTC,2026-05-14,candidate
prices,LTC,2026-05-17,candidate
prices,LTC,2026-05-18,candidate
prices,MEGA,2026-04-30,candidate
prices,MEGA,2026-05-01,candidate
prices,MEGA,2026-05-02,candidate
prices,MEGA,2026-05-03,candidate
prices,MEGA,2026-05-04,candidate
prices,MEGA,2026-05-05,candidate
prices,MEGA,2026-05-06,candidate
prices,MEGA,2026-05-07,candidate
prices,MEGA,2026-05-08,candidate
prices,MEGA,2026-05-09,candidate
prices,MEGA,2026-05-10,candidate
prices,MEGA,2026-05-11,candidate
prices,MEGA,2026-05-12,candidate
prices,MEGA,2026-05-13,candidate
prices,MEGA,2026-05-14,candidate
prices,MEGA,2026-05-17,candidate
prices,MEGA,2026-05-18,candidate
prices,MON,2026-04-30,candidate
prices,MON,2026-05-01,candidate
prices,MON,2026-05-02,candidate
prices,MON,2026-05-03,candidate
prices,MON,2026-05-04,candidate
prices,MON,2026-05-05,candidate
prices,MON,2026-05-06,candidate
prices,MON,2026-05-07,candidate
prices,MON,2026-05-08,candidate
prices,MON,2026-05-09,candidate
prices,MON,2026-05-10,candidate
prices,MON,2026-05-11,candidate
prices,MON,2026-05-12,candidate
prices,MON,2026-05-13,candidate
prices,MON,2026-05-14,candidate
prices,MON,2026-05-17,candidate
prices,MON,2026-05-18,candidate
prices,NATGAS,2026-04-30,candidate
prices,NATGAS,2026-05-01,candidate
prices,NATGAS,2026-05-02,candidate
prices,NATGAS,2026-05-03,candidate
prices,NATGAS,2026-05-04,candidate
prices,NATGAS,2026-05-05,candidate
prices,NATGAS,2026-05-06,candidate
prices,NATGAS,2026-05-07,candidate
prices,NATGAS,2026-05-08,candidate
prices,NATGAS,2026-05-09,candidate
prices,NATGAS,2026-05-10,candidate
prices,NATGAS,2026-05-11,candidate
prices,NATGAS,2026-05-12,candidate
prices,NATGAS,2026-05-13,candidate
prices,NATGAS,2026-05-14,candidate
prices,NATGAS,2026-05-17,candidate
prices,NATGAS,2026-05-18,candidate
prices,NEAR,2026-04-30,candidate
prices,NEAR,2026-05-01,candidate
prices,NEAR,2026-05-02,candidate
prices,NEAR,2026-05-03,candidate
prices,NEAR,2026-05-04,candidate
prices,NEAR,2026-05-05,candidate
prices,NEAR,2026-05-06,candidate
prices,NEAR,2026-05-07,candidate
prices,NEAR,2026-05-08,candidate
prices,NEAR,2026-05-09,candidate
prices,NEAR,2026-05-10,candidate
prices,NEAR,2026-05-11,candidate
prices,NEAR,2026-05-12,candidate
prices,NEAR,2026-05-13,candidate
prices,NEAR,2026-05-14,candidate
prices,NEAR,2026-05-17,candidate
prices,NEAR,2026-05-18,candidate
prices,NVDA,2026-04-30,candidate
prices,NVDA,2026-05-01,candidate
prices,NVDA,2026-05-02,candidate
prices,NVDA,2026-05-03,candidate
prices,NVDA,2026-05-04,candidate
prices,NVDA,2026-05-05,candidate
prices,NVDA,2026-05-06,candidate
prices,NVDA,2026-05-07,candidate
prices,NVDA,2026-05-08,candidate
prices,NVDA,2026-05-09,candidate
prices,NVDA,2026-05-10,candidate
prices,NVDA,2026-05-11,candidate
prices,NVDA,2026-05-12,candidate
prices,NVDA,2026-05-13,candidate
prices,NVDA,2026-05-14,candidate
prices,NVDA,2026-05-17,candidate
prices,NVDA,2026-05-18,candidate
prices,PAXG,2026-04-30,candidate
prices,PAXG,2026-05-01,candidate
prices,PAXG,2026-05-02,candidate
prices,PAXG,2026-05-03,candidate
prices,PAXG,2026-05-04,candidate
prices,PAXG,2026-05-05,candidate
prices,PAXG,2026-05-06,candidate
prices,PAXG,2026-05-07,candidate
prices,PAXG,2026-05-08,candidate
prices,PAXG,2026-05-09,candidate
prices,PAXG,2026-05-10,candidate
prices,PAXG,2026-05-11,candidate
prices,PAXG,2026-05-12,candidate
prices,PAXG,2026-05-13,candidate
prices,PAXG,2026-05-14,candidate
prices,PAXG,2026-05-17,candidate
prices,PAXG,2026-05-18,candidate
prices,PENGU,2026-04-30,candidate
prices,PENGU,2026-05-01,candidate
prices,PENGU,2026-05-02,candidate
prices,PENGU,2026-05-03,candidate
prices,PENGU,2026-05-04,candidate
prices,PENGU,2026-05-05,candidate
prices,PENGU,2026-05-06,candidate
prices,PENGU,2026-05-07,candidate
prices,PENGU,2026-05-08,candidate
prices,PENGU,2026-05-09,candidate
prices,PENGU,2026-05-10,candidate
prices,PENGU,2026-05-11,candidate
prices,PENGU,2026-05-12,candidate
prices,PENGU,2026-05-13,candidate
prices,PENGU,2026-05-14,candidate
prices,PENGU,2026-05-17,candidate
prices,PENGU,2026-05-18,candidate
prices,PIPPIN,2026-04-30,candidate
prices,PIPPIN,2026-05-01,candidate
prices,PIPPIN,2026-05-02,candidate
prices,PIPPIN,2026-05-03,candidate
prices,PIPPIN,2026-05-04,candidate
prices,PIPPIN,2026-05-05,candidate
prices,PIPPIN,2026-05-06,candidate
prices,PIPPIN,2026-05-07,candidate
prices,PIPPIN,2026-05-08,candidate
prices,PIPPIN,2026-05-09,candidate
prices,PIPPIN,2026-05-10,candidate
prices,PIPPIN,2026-05-11,candidate
prices,PIPPIN,2026-05-12,candidate
prices,PIPPIN,2026-05-13,candidate
prices,PIPPIN,2026-05-14,candidate
prices,PIPPIN,2026-05-17,candidate
prices,PIPPIN,2026-05-18,candidate
prices,PLATINUM,2026-04-30,candidate
prices,PLATINUM,2026-05-01,candidate
prices,PLATINUM,2026-05-02,candidate
prices,PLATINUM,2026-05-03,candidate
prices,PLATINUM,2026-05-04,candidate
prices,PLATINUM,2026-05-05,candidate
prices,PLATINUM,2026-05-06,candidate
prices,PLATINUM,2026-05-07,candidate
prices,PLATINUM,2026-05-08,candidate
prices,PLATINUM,2026-05-09,candidate
prices,PLATINUM,2026-05-10,candidate
prices,PLATINUM,2026-05-11,candidate
prices,PLATINUM,2026-05-12,candidate
prices,PLATINUM,2026-05-13,candidate
prices,PLATINUM,2026-05-14,candidate
prices,PLATINUM,2026-05-17,candidate
prices,PLATINUM,2026-05-18,candidate
prices,PLTR,2026-04-30,candidate
prices,PLTR,2026-05-01,candidate
prices,PLTR,2026-05-02,candidate
prices,PLTR,2026-05-03,candidate
prices,PLTR,2026-05-04,candidate
prices,PLTR,2026-05-05,candidate
prices,PLTR,2026-05-06,candidate
prices,PLTR,2026-05-07,candidate
prices,PLTR,2026-05-08,candidate
prices,PLTR,2026-05-09,candidate
prices,PLTR,2026-05-10,candidate
prices,PLTR,2026-05-11,candidate
prices,PLTR,2026-05-12,candidate
prices,PLTR,2026-05-13,candidate
prices,PLTR,2026-05-14,candidate
prices,PLTR,2026-05-17,candidate
prices,PLTR,2026-05-18,candidate
prices,PUMP,2026-04-30,candidate
prices,PUMP,2026-05-01,candidate
prices,PUMP,2026-05-02,candidate
prices,PUMP,2026-05-03,candidate
prices,PUMP,2026-05-04,candidate
prices,PUMP,2026-05-05,candidate
prices,PUMP,2026-05-06,candidate
prices,PUMP,2026-05-07,candidate
prices,PUMP,2026-05-08,candidate
prices,PUMP,2026-05-09,candidate
prices,PUMP,2026-05-10,candidate
prices,PUMP,2026-05-11,candidate
prices,PUMP,2026-05-12,candidate
prices,PUMP,2026-05-13,candidate
prices,PUMP,2026-05-14,candidate
prices,PUMP,2026-05-17,candidate
prices,PUMP,2026-05-18,candidate
prices,SOL,2026-04-30,candidate
prices,SOL,2026-05-01,candidate
prices,SOL,2026-05-02,candidate
prices,SOL,2026-05-03,candidate
prices,SOL,2026-05-04,candidate
prices,SOL,2026-05-05,candidate
prices,SOL,2026-05-06,candidate
prices,SOL,2026-05-07,candidate
prices,SOL,2026-05-08,candidate
prices,SOL,2026-05-09,candidate
prices,SOL,2026-05-10,candidate
prices,SOL,2026-05-11,candidate
prices,SOL,2026-05-12,candidate
prices,SOL,2026-05-13,candidate
prices,SOL,2026-05-14,candidate
prices,SOL,2026-05-17,candidate
prices,SOL,2026-05-18,candidate
prices,SOL-USDC,2026-04-30,candidate
prices,SOL-USDC,2026-05-01,candidate
prices,SOL-USDC,2026-05-02,candidate
prices,SOL-USDC,2026-05-03,candidate
prices,SOL-USDC,2026-05-04,candidate
prices,SOL-USDC,2026-05-05,candidate
prices,SOL-USDC,2026-05-06,candidate
prices,SOL-USDC,2026-05-07,candidate
prices,SOL-USDC,2026-05-08,candidate
prices,SOL-USDC,2026-05-09,candidate
prices,SOL-USDC,2026-05-10,candidate
prices,SOL-USDC,2026-05-11,candidate
prices,SOL-USDC,2026-05-12,candidate
prices,SOL-USDC,2026-05-13,candidate
prices,SOL-USDC,2026-05-14,candidate
prices,SOL-USDC,2026-05-17,candidate
prices,SOL-USDC,2026-05-18,candidate
prices,SP500,2026-04-30,candidate
prices,SP500,2026-05-01,candidate
prices,SP500,2026-05-02,candidate
prices,SP500,2026-05-03,candidate
prices,SP500,2026-05-04,candidate
prices,SP500,2026-05-05,candidate
prices,SP500,2026-05-06,candidate
prices,SP500,2026-05-07,candidate
prices,SP500,2026-05-08,candidate
prices,SP500,2026-05-09,candidate
prices,SP500,2026-05-10,candidate
prices,SP500,2026-05-11,candidate
prices,SP500,2026-05-12,candidate
prices,SP500,2026-05-13,candidate
prices,SP500,2026-05-14,candidate
prices,SP500,2026-05-17,candidate
prices,SP500,2026-05-18,candidate
prices,STRK,2026-04-30,candidate
prices,STRK,2026-05-01,candidate
prices,STRK,2026-05-02,candidate
prices,STRK,2026-05-03,candidate
prices,STRK,2026-05-04,candidate
prices,STRK,2026-05-05,candidate
prices,STRK,2026-05-06,candidate
prices,STRK,2026-05-07,candidate
prices,STRK,2026-05-08,candidate
prices,STRK,2026-05-09,candidate
prices,STRK,2026-05-10,candidate
prices,STRK,2026-05-11,candidate
prices,STRK,2026-05-12,candidate
prices,STRK,2026-05-13,candidate
prices,STRK,2026-05-14,candidate
prices,STRK,2026-05-17,candidate
prices,STRK,2026-05-18,candidate
prices,SUI,2026-04-30,candidate
prices,SUI,2026-05-01,candidate
prices,SUI,2026-05-02,candidate
prices,SUI,2026-05-03,candidate
prices,SUI,2026-05-04,candidate
prices,SUI,2026-05-05,candidate
prices,SUI,2026-05-06,candidate
prices,SUI,2026-05-07,candidate
prices,SUI,2026-05-08,candidate
prices,SUI,2026-05-09,candidate
prices,SUI,2026-05-10,candidate
prices,SUI,2026-05-11,candidate
prices,SUI,2026-05-12,candidate
prices,SUI,2026-05-13,candidate
prices,SUI,2026-05-14,candidate
prices,SUI,2026-05-17,candidate
prices,SUI,2026-05-18,candidate
prices,TAO,2026-04-30,candidate
prices,TAO,2026-05-01,candidate
prices,TAO,2026-05-02,candidate
prices,TAO,2026-05-03,candidate
prices,TAO,2026-05-04,candidate
prices,TAO,2026-05-05,candidate
prices,TAO,2026-05-06,candidate
prices,TAO,2026-05-07,candidate
prices,TAO,2026-05-08,candidate
prices,TAO,2026-05-09,candidate
prices,TAO,2026-05-10,candidate
prices,TAO,2026-05-11,candidate
prices,TAO,2026-05-12,candidate
prices,TAO,2026-05-13,candidate
prices,TAO,2026-05-14,candidate
prices,TAO,2026-05-17,candidate
prices,TAO,2026-05-18,candidate
prices,TRUMP,2026-04-30,candidate
prices,TRUMP,2026-05-01,candidate
prices,TRUMP,2026-05-02,candidate
prices,TRUMP,2026-05-03,candidate
prices,TRUMP,2026-05-04,candidate
prices,TRUMP,2026-05-05,candidate
prices,TRUMP,2026-05-06,candidate
prices,TRUMP,2026-05-07,candidate
prices,TRUMP,2026-05-08,candidate
prices,TRUMP,2026-05-09,candidate
prices,TRUMP,2026-05-10,candidate
prices,TRUMP,2026-05-11,candidate
prices,TRUMP,2026-05-12,candidate
prices,TRUMP,2026-05-13,candidate
prices,TRUMP,2026-05-14,candidate
prices,TRUMP,2026-05-17,candidate
prices,TRUMP,2026-05-18,candidate
prices,TSLA,2026-04-30,candidate
prices,TSLA,2026-05-01,candidate
prices,TSLA,2026-05-02,candidate
prices,TSLA,2026-05-03,candidate
prices,TSLA,2026-05-04,candidate
prices,TSLA,2026-05-05,candidate
prices,TSLA,2026-05-06,candidate
prices,TSLA,2026-05-07,candidate
prices,TSLA,2026-05-08,candidate
prices,TSLA,2026-05-09,candidate
prices,TSLA,2026-05-10,candidate
prices,TSLA,2026-05-11,candidate
prices,TSLA,2026-05-12,candidate
prices,TSLA,2026-05-13,candidate
prices,TSLA,2026-05-14,candidate
prices,TSLA,2026-05-17,candidate
prices,TSLA,2026-05-18,candidate
prices,UNI,2026-04-30,candidate
prices,UNI,2026-05-01,candidate
prices,UNI,2026-05-02,candidate
prices,UNI,2026-05-03,candidate
prices,UNI,2026-05-04,candidate
prices,UNI,2026-05-05,candidate
prices,UNI,2026-05-06,candidate
prices,UNI,2026-05-07,candidate
prices,UNI,2026-05-08,candidate
prices,UNI,2026-05-09,candidate
prices,UNI,2026-05-10,candidate
prices,UNI,2026-05-11,candidate
prices,UNI,2026-05-12,candidate
prices,UNI,2026-05-13,candidate
prices,UNI,2026-05-14,candidate
prices,UNI,2026-05-17,candidate
prices,UNI,2026-05-18,candidate
prices,URNM,2026-04-30,candidate
prices,URNM,2026-05-01,candidate
prices,URNM,2026-05-02,candidate
prices,URNM,2026-05-03,candidate
prices,URNM,2026-05-04,candidate
prices,URNM,2026-05-05,candidate
prices,URNM,2026-05-06,candidate
prices,URNM,2026-05-07,candidate
prices,URNM,2026-05-08,candidate
prices,URNM,2026-05-09,candidate
prices,URNM,2026-05-10,candidate
prices,URNM,2026-05-11,candidate
prices,URNM,2026-05-12,candidate
prices,URNM,2026-05-13,candidate
prices,URNM,2026-05-14,candidate
prices,URNM,2026-05-17,candidate
prices,URNM,2026-05-18,candidate
prices,USDJPY,2026-04-30,candidate
prices,USDJPY,2026-05-01,candidate
prices,USDJPY,2026-05-02,candidate
prices,USDJPY,2026-05-03,candidate
prices,USDJPY,2026-05-04,candidate
prices,USDJPY,2026-05-05,candidate
prices,USDJPY,2026-05-06,candidate
