horizon,n_total,n_cascades,n_days,auc_real_dayboot,auc_real_dayboot_lo,auc_real_dayboot_hi,auc_shuffled_dayboot,auc_shuffled_dayboot_lo,auc_shuffled_dayboot_hi,precision_top_1pct_real_dayboot,precision_top_1pct_real_dayboot_lo,precision_top_1pct_real_dayboot_hi,precision_top_1pct_shuffled_dayboot,precision_top_1pct_shuffled_dayboot_lo,precision_top_1pct_shuffled_dayboot_hi,distinguishable_dayclustered
100,2153,20,7,0.7833019104785396,0.6998151650320262,0.8515227942421195,0.3033988598519745,0.154120915122015,0.4278297446362672,0.022243561733854507,0.0,0.13043478260869565,0.0,0.0,0.0,True
500,1803,73,7,0.8151584002946143,0.7718233475888799,0.8476638729676373,0.39957473669989074,0.2854505682365074,0.5046922997633666,0.2756440453845522,0.06666666666666667,0.4706656346749225,0.06926400878981474,0.0,0.21428571428571427,True
