symbol,horizon,signal_kind,percentile_cutoff,n_total_windows,n_extreme_windows,extreme_frequency,mean_signed_return_extreme,median_signed_return_extreme,p25_signed_return_extreme,p75_signed_return_extreme,frac_positive_signed_return_extreme,gross_extreme_bps,cost_round_trip_bps,headroom_extreme_bps,per_day_expected_gross_bps
LTC,50,flow,0.99,4798,55,0.0114631,0.149113,-1.78555,-17.6768,18.1015,0.490909,0.149113,10,-9.85089,-0.112922
LTC,100,flow,0.99,4766,55,0.0115401,1.64257,2.91038e-07,-19.2957,18.7937,0.509091,1.64257,10,-8.35743,-0.0964454
LTC,500,flow,0.99,4438,50,0.0112663,-7.6268,-13.5339,-56.7283,46.1735,0.4,7.6268,10,-2.3732,-0.0267372
PENGU,10,flow,0.99,4650,63,0.0135484,-1.64555,0,-12.6555,10.2811,0.47619,1.64555,10,-8.35445,-0.113189
PENGU,50,flow,0.99,4620,63,0.0136364,-0.35168,-1.09139e-06,-18.8228,25.2213,0.47619,0.35168,10,-9.64832,-0.131568
PENGU,100,flow,0.99,4575,63,0.0137705,-3.61566,-7.38144,-41.35,34.1963,0.460317,3.61566,10,-6.38434,-0.0879155
PENGU,500,flow,0.99,4247,59,0.0138922,-29.392,-23.2797,-86.2981,61.2415,0.423729,29.392,10,19.392,0.269397
PUMP,10,flow,0.99,5147,66,0.012823,-4.44971,-2.26603,-11.164,5.08429,0.348485,4.44971,10,-5.55029,-0.0711714
PUMP,50,flow,0.99,5112,66,0.0129108,-10.3279,-4.71812,-24.0907,14.1917,0.439394,10.3279,10,0.32786,0.00423293
PUMP,100,flow,0.99,5074,66,0.0130075,-15.3082,-7.63686,-29.4256,15.836,0.454545,15.3082,10,5.30818,0.069046
PUMP,500,flow,0.99,4746,58,0.0122208,-30.856,-29.058,-134.808,52.5561,0.37931,30.856,10,20.856,0.254877
SOL,10,flow,0.99,9984,100,0.010016,0.632272,0.529679,-3.2169,4.70846,0.51,0.632272,10,-9.36773,-0.0938274
SOL,50,flow,0.99,9948,100,0.0100523,0.166634,0.749091,-12.9311,12.2992,0.55,0.166634,10,-9.83337,-0.0988477
SOL,100,flow,0.99,9898,99,0.010002,0.985438,3.64062,-13.2913,17.8199,0.555556,0.985438,10,-9.01456,-0.0901638
SOL,500,flow,0.99,9568,93,0.0097199,-3.83549,-2.18555,-40.3393,25.5522,0.494624,3.83549,10,-6.16451,-0.0599184
SUI,10,flow,0.99,5001,73,0.0145971,-1.85375,-2.10416,-8.44029,4.58821,0.383562,1.85375,10,-8.14625,-0.118911
SUI,50,flow,0.99,4968,73,0.014694,-6.68752,-6.00111,-21.6833,6.03642,0.39726,6.68752,10,-3.31248,-0.0486737
SUI,100,flow,0.99,4928,70,0.0142045,-5.99776,-9.38192,-26.0611,19.362,0.4,5.99776,10,-4.00224,-0.0568499
SUI,500,flow,0.99,4600,60,0.0130435,-10.8759,-14.7365,-52.0121,32.5623,0.416667,10.8759,10,0.875885,0.0114246
UNI,10,flow,0.99,4434,53,0.0119531,-0.972988,-1.54811,-9.71975,7.6746,0.433962,0.972988,10,-9.02701,-0.107901
UNI,50,flow,0.99,4402,52,0.0118128,1.66858,1.6497,-15.6451,15.9591,0.519231,1.66858,10,-8.33142,-0.0984176
UNI,100,flow,0.99,4365,51,0.0116838,13.0019,16.2305,-7.05151,31.0539,0.666667,13.0019,10,3.00193,0.0350741
UNI,500,flow,0.99,4037,46,0.0113946,2.268,1.75624,-35.3249,32.5063,0.521739,2.268,10,-7.732,-0.088103
WLFI,10,flow,0.99,4624,61,0.013192,3.59094,0,-6.24415,10.1678,0.442623,3.59094,10,-6.40906,-0.0845486
WLFI,50,flow,0.99,4593,61,0.0132811,-3.80466,-1.11022e-11,-20.3252,22.4972,0.393443,3.80466,10,-6.19534,-0.0822808
WLFI,100,flow,0.99,4556,59,0.01295,5.93739,11.6279,-29.2958,35.7805,0.542373,5.93739,10,-4.06261,-0.0526106
WLFI,500,flow,0.99,4228,51,0.0120624,18.3523,0,-45.317,72.9002,0.490196,18.3523,10,8.35229,0.100749
XPL,10,flow,0.99,4486,68,0.0151583,0.965483,2.91039e-07,-11.9265,14.6705,0.514706,0.965483,10,-9.03452,-0.136948
XPL,50,flow,0.99,4449,67,0.0150596,-2.10498,-1.16415e-06,-32.6713,26.8109,0.447761,2.10498,10,-7.89502,-0.118896
XPL,100,flow,0.99,4406,66,0.0149796,-5.88848,-2.32831e-06,-37.3484,39.5358,0.484848,5.88848,10,-4.11152,-0.0615889
XPL,500,flow,0.99,4078,61,0.0149583,36.9305,-13.4138,-112.572,172.885,0.459016,36.9305,10,26.9305,0.402835
XRP,10,flow,0.99,7188,68,0.00946021,1.49987,0.347355,-3.12303,4.43823,0.529412,1.49987,10,-8.50013,-0.080413
XRP,50,flow,0.99,7154,68,0.00950517,-0.073554,-2.25592,-11.6207,9.63023,0.426471,0.073554,10,-9.92645,-0.0943526
XRP,100,flow,0.99,7111,67,0.00942202,-1.58954,4.3656e-07,-11.9858,13.1174,0.522388,1.58954,10,-8.41046,-0.0792435
XRP,500,flow,0.99,6783,62,0.0091405,0.790427,-1.76962,-33.5833,24.1601,0.483871,0.790427,10,-9.20957,-0.0841801
