symbol,horizon,offset_bps,n_windows,fill_rate_bid,fill_rate_ask,fill_rate_either,mean_pnl_bid_filled,median_pnl_bid_filled,q25_pnl_bid_filled,q75_pnl_bid_filled,mean_pnl_ask_filled,median_pnl_ask_filled,q25_pnl_ask_filled,q75_pnl_ask_filled,mean_pnl_either_filled,median_pnl_either_filled,unconditional_maker_pnl_bps,model_accuracy_breakeven
ASTER,50,2,5167,0.723437,0.724792,0.993226,-11.4097,-9.79513,-34.0791,13.6448,-11.2463,-10.2917,-33.8935,12.7519,-11.3279,-9.97261,-11.2027,0.367584
ASTER,50,5,5167,0.664409,0.666538,0.980453,-11.2544,-9.73301,-34.4308,13.7546,-11.3943,-10.0488,-33.5427,12.0008,-11.3245,-9.87292,-10.5361,0.367544
ASTER,100,1,5133,0.809079,0.815508,0.996883,-12.1874,-10.3834,-44.9991,23.4986,-13.0563,-10.0665,-47.4151,23.1693,-12.6236,-10.1838,-13.2541,0.381175
ASTER,100,2,5133,0.795831,0.799143,0.996883,-12.1029,-10.3799,-45.2784,23.5141,-13.0652,-10.1089,-47.3339,23.1457,-12.585,-10.2816,-13.0364,0.380811
ASTER,100,5,5133,0.752776,0.75375,0.995909,-11.9881,-10.4665,-44.7237,23.2781,-13.7841,-10.8996,-46.7464,21.881,-12.8867,-10.6902,-12.707,0.3836
ASTER,500,1,4799,0.915191,0.91394,0.997291,-14.1052,-10.9224,-91.1268,58.8137,-11.5554,-9.16663,-84.8779,65.9515,-12.8312,-9.95688,-14.735,0.383097
ASTER,500,2,4799,0.908939,0.906647,0.997291,-13.855,-10.3742,-90.5409,59.3483,-11.6945,-9.01558,-84.6775,65.9794,-12.7761,-9.85275,-14.5981,0.382594
ASTER,500,5,4799,0.890602,0.886643,0.997291,-13.3404,-9.73371,-89.6471,60.5314,-12.2992,-9.03609,-84.4421,65.3172,-12.821,-9.62108,-14.393,0.383004
AVAX,10,1,4735,0.462936,0.476452,0.818374,-5.63441,-4.97288,-12.3904,1.52198,-6.25447,-5.02639,-12.7701,0.9999,-5.9489,-4.99726,-5.79416,0.247852
AVAX,10,2,4735,0.409715,0.427244,0.752904,-5.70105,-4.79087,-12.016,2.0004,-6.088,-5.06459,-12.6421,1.9996,-5.89858,-4.90536,-5.46843,0.245701
AVAX,10,5,4735,0.290813,0.307075,0.565787,-5.71997,-4.97258,-12.3483,2.14025,-5.86788,-4.73316,-12.9489,2.1265,-5.79594,-4.85869,-4.73266,0.241198
AVAX,50,1,4703,0.736339,0.735063,0.990644,-7.91471,-6.09748,-21.2479,6.65504,-6.6071,-4.78395,-20.8532,8.86487,-7.26147,-5.21949,-8.34227,0.29343
AVAX,50,2,4703,0.702318,0.700191,0.983202,-8.00816,-6.06201,-21.4036,6.51106,-6.49377,-4.51281,-20.7562,9.18797,-7.25211,-5.58286,-8.08558,0.293164
AVAX,50,5,4703,0.603657,0.613438,0.942165,-8.37984,-6.40119,-21.6402,6.45303,-6.75526,-4.5862,-20.7138,9.16122,-7.56102,-5.21355,-7.60124,0.301614
AVAX,100,1,4670,0.812634,0.804283,0.995503,-9.15235,-7.18612,-30.3017,12.6444,-6.0396,-4.54093,-25.6757,15.7401,-7.60401,-5.75245,-9.14753,0.302736
AVAX,100,2,4670,0.78758,0.779015,0.993576,-9.31927,-7.32139,-30.0262,12.1252,-5.97228,-4.30631,-25.9249,15.7854,-7.65492,-5.90833,-8.99608,0.304048
AVAX,100,5,4670,0.716274,0.710064,0.984368,-9.30113,-6.97165,-29.938,11.4919,-6.37128,-4.45689,-25.674,15.3462,-7.84258,-5.79468,-8.59309,0.308736
AVAX,500,1,4336,0.91559,0.912131,0.997232,-11.9822,-8.34213,-59.6578,37.1558,-4.45207,-2.09625,-50.8439,44.8741,-8.22427,-5.18481,-10.5158,0.317613
AVAX,500,2,4336,0.904982,0.898524,0.997232,-12.1949,-8.50043,-59.3967,36.3857,-4.60845,-2.41767,-50.9926,44.2211,-8.41524,-5.42878,-10.5885,0.321752
AVAX,500,5,4336,0.874308,0.866467,0.997232,-12.3251,-8.71426,-59.2087,35.6439,-4.45692,-1.87461,-50.1502,44.1397,-8.40871,-4.9974,-10.3188,0.321614
BNB,10,1,5894,0.533424,0.533933,0.882932,-2.67808,-2.1581,-7.06408,2.44568,-2.82476,-2.43715,-7.42841,2.24967,-2.75146,-2.29757,-4.46839,-0.0451657
BNB,10,2,5894,0.467594,0.461826,0.80794,-2.35968,-1.82592,-6.79806,2.83497,-2.5621,-2.16795,-7.2625,2.62899,-2.46027,-1.98987,-4.14331,-0.10969
BNB,10,5,5894,0.287072,0.284018,0.541737,-1.78677,-1.46648,-7.02958,3.61615,-2.19973,-2.10592,-7.18069,3.37623,-1.99214,-1.78992,-3.56885,-0.252957
BNB,50,1,5867,0.768365,0.774161,0.996591,-3.58935,-3.05757,-13.6198,7.24516,-3.61907,-3.29193,-13.6365,6.90855,-3.60426,-3.19399,-5.77983,0.0838261
BNB,50,2,5867,0.725925,0.732061,0.990455,-3.43096,-2.97752,-13.502,7.50007,-3.46163,-3.15433,-13.6873,7.07677,-3.44636,-3.06749,-5.51237,0.0647578
BNB,50,5,5867,0.598091,0.598432,0.934208,-3.22664,-2.66807,-13.4142,7.38063,-3.55901,-2.94331,-13.4728,6.8462,-3.39287,-2.86238,-5.02982,0.0578963
BNB,100,1,5823,0.835995,0.841491,0.997939,-3.99868,-3.29131,-18.6153,10.8521,-3.42535,-3.03166,-18.3991,11.9948,-3.71108,-3.13831,-6.11264,0.0958048
BNB,100,2,5823,0.802336,0.811094,0.997252,-3.93804,-3.32813,-18.2612,10.8818,-3.16714,-2.78162,-18.0463,12.1549,-3.5505,-3.03464,-5.86424,0.077524
BNB,100,5,5823,0.705993,0.710115,0.981968,-3.74891,-3.45834,-18.3054,10.9703,-3.29695,-2.85352,-18.0104,11.6667,-3.52227,-3.04866,-5.49396,0.0741385
BNB,500,1,5489,0.926216,0.927127,0.99836,-5.62351,-3.4903,-38.8792,30.3742,-2.54516,-3.61815,-37.0118,30.6695,-4.08358,-3.56424,-6.78413,0.132675
BNB,500,2,5489,0.910366,0.915832,0.99836,-5.68302,-3.39502,-38.5907,30.3327,-2.33181,-3.21059,-36.4624,30.716,-4.0024,-3.32214,-6.65459,0.125225
BNB,500,5,5489,0.864456,0.868282,0.99836,-5.76353,-3.08305,-37.9973,30.1971,-2.37418,-3.29304,-36.2663,30.4519,-4.06511,-3.13232,-6.52189,0.131006
BTC,10,1,16904,0.339387,0.331578,0.648722,-1.51319,-1.22165,-4.13049,1.14299,-1.56697,-1.17745,-4.01635,1.11223,-1.53977,-1.20186,-3.51656,-0.474174
BTC,10,2,16904,0.269699,0.261358,0.521593,-0.943429,-0.883596,-3.77382,2.0004,-1.08271,-0.835156,-3.76969,1.9996,-1.01197,-0.859463,-3.26871,-0.982251
BTC,10,5,16904,0.128845,0.120445,0.248403,0.547367,0.265826,-2.79484,4.10306,0.370639,0.565168,-2.97414,4.4095,0.461981,0.397148,-2.94242,3.74689
BTC,50,1,16871,0.655504,0.650999,0.971075,-2.76893,-2.40883,-8.48833,3.31077,-2.81153,-2.36794,-8.21874,3.03419,-2.79016,-2.39144,-4.82267,-0.0376045
BTC,50,2,16871,0.586509,0.582538,0.932843,-2.57231,-2.27117,-8.40341,3.54904,-2.52125,-2.22722,-8.09829,3.38711,-2.54687,-2.24938,-4.4887,-0.0889589
BTC,50,5,16871,0.415565,0.401992,0.744888,-2.17765,-1.94574,-8.17539,3.73023,-2.33989,-1.9752,-8.23301,3.63238,-2.25742,-1.96272,-3.92278,-0.164475
BTC,100,1,16831,0.752956,0.745945,0.994296,-3.05565,-2.62168,-11.2703,5.51785,-3.0208,-2.52098,-11.2079,5.39191,-3.03831,-2.5635,-5.27706,0.00630401
BTC,100,2,16831,0.700196,0.69372,0.982235,-2.89935,-2.51094,-11.0773,5.78707,-2.81117,-2.36012,-10.9023,5.53407,-2.85546,-2.43357,-4.99014,-0.0253091
BTC,100,5,16831,0.55071,0.539718,0.893589,-2.69737,-2.37898,-10.9553,5.94669,-2.74977,-2.33519,-10.9048,5.68612,-2.72331,-2.35203,-4.48479,-0.0508006
BTC,500,1,16495,0.888087,0.885541,0.998909,-3.62191,-2.69239,-21.6023,15.3943,-3.15171,-2.62979,-21.3576,15.5856,-3.38715,-2.66075,-6.00377,0.05715
BTC,500,2,16495,0.863898,0.861716,0.998788,-3.47127,-2.44574,-21.2906,15.4869,-2.99674,-2.40748,-21.0976,15.7865,-3.23431,-2.43156,-5.79058,0.036222
BTC,500,5,16495,0.781752,0.779509,0.993816,-3.26994,-2.19259,-20.7369,15.2794,-2.95849,-2.03906,-20.6346,15.4839,-3.11444,-2.12658,-5.43123,0.0183723
CRV,10,1,4609,0.227164,0.221957,0.432632,-16.002,-16.0374,-28.6429,1.0001,-15.1142,-14.5104,-27.2751,0.9999,-15.5633,-15.2131,-6.4949,0.403619
CRV,10,2,4609,0.206552,0.201996,0.39553,-16.3998,-17.1614,-29.1966,2.0004,-15.1314,-14.404,-28.3944,1.9996,-15.7727,-16.2598,-6.22195,0.404899
CRV,10,5,4609,0.16381,0.152528,0.309829,-16.4815,-16.7056,-29.8764,2.40588,-15.6277,-16.0151,-29.8789,3.11449,-16.0698,-16.4388,-5.54175,0.406657
CRV,50,1,4574,0.533669,0.515741,0.862921,-18.2393,-17.5738,-39.8704,1.0001,-18.1578,-15.9221,-40.3299,3.9156,-18.1993,-16.8758,-12.5492,0.417579
CRV,50,2,4574,0.513992,0.493441,0.842151,-18.185,-17.5244,-39.7365,2.0004,-18.3789,-16.7977,-40.0481,4.44589,-18.28,-17.0951,-12.2079,0.417943
CRV,50,5,4574,0.453214,0.428072,0.768255,-18.2632,-17.7075,-40.1722,5.0025,-19.4996,-17.3564,-40.6602,4.9975,-18.8638,-17.5363,-11.3122,0.420482
CRV,100,1,4544,0.65559,0.636664,0.958847,-19.6634,-18.4605,-49.9983,10.5668,-18.7413,-17.2037,-46.7787,11.3423,-19.2091,-17.8947,-15.4115,0.421912
CRV,100,2,4544,0.639965,0.618838,0.948724,-19.4458,-18.5993,-49.6864,10.5895,-18.7921,-17.3971,-47.2574,10.5862,-19.1245,-18.0764,-15.037,0.421566
CRV,100,5,4544,0.586268,0.56184,0.909111,-19.8172,-18.6967,-50.5541,9.75153,-20.1776,-18.4956,-47.6575,8.9979,-19.9936,-18.6686,-14.4774,0.424976
CRV,500,1,4210,0.847743,0.821853,0.99715,-22.5166,-21.5552,-85.375,41.5764,-16.9182,-11.6098,-80.4494,50.3153,-19.7608,-17.4783,-19.4963,0.424092
CRV,500,2,4210,0.842518,0.813064,0.99715,-22.0888,-20.94,-84.8935,41.9651,-16.8755,-11.8986,-80.5894,50.2431,-19.5285,-17.3004,-19.1655,0.423189
CRV,500,5,4210,0.811876,0.786461,0.996675,-22.6994,-22.5921,-84.6559,41.2099,-17.489,-12.8348,-80.2895,48.1861,-20.1356,-17.6205,-19.0918,0.425505
DOGE,10,1,4731,0.516804,0.498837,0.84443,-5.1722,-4.1866,-11.399,2.61308,-5.66265,-4.37681,-12.0834,2.07431,-5.41308,-4.2477,-5.74888,0.222894
DOGE,10,2,4731,0.455083,0.448108,0.785035,-5.33313,-4.21975,-11.9809,2.82165,-5.68594,-4.28979,-12.2263,1.9996,-5.50817,-4.23073,-5.48747,0.227677
DOGE,10,5,4731,0.331431,0.316424,0.600085,-5.16707,-3.90127,-13.0436,3.30473,-6.0106,-4.75172,-13.3899,3.12893,-5.57906,-4.37928,-4.80721,0.231138
DOGE,50,1,4696,0.759157,0.751491,0.991695,-5.41066,-4.86284,-20.8015,9.32473,-6.71427,-4.97549,-19.8451,9.06426,-6.05916,-4.90099,-7.57662,0.252441
DOGE,50,2,4696,0.722743,0.71167,0.982538,-5.63243,-4.91772,-20.6722,9.40255,-6.92505,-5.18911,-20.0563,9.22947,-6.27375,-5.03588,-7.49957,0.260909
DOGE,50,5,4696,0.632879,0.615204,0.939949,-5.57068,-4.75039,-19.8876,9.1944,-7.32516,-4.91228,-21.2189,8.96036,-6.4355,-4.81798,-7.01602,0.266918
DOGE,100,1,4647,0.830859,0.819238,0.996127,-6.53307,-5.70673,-26.9399,14.5727,-6.92722,-4.91031,-25.5863,15.5556,-6.72876,-5.22056,-8.55155,0.277076
DOGE,100,2,4647,0.80396,0.791478,0.995266,-6.77023,-5.75867,-26.8477,14.6928,-7.16653,-4.99466,-25.7798,15.2572,-6.96683,-5.40613,-8.55757,0.284694
DOGE,100,5,4647,0.736389,0.717022,0.983861,-6.57434,-5.35929,-26.4594,14.8509,-7.55495,-4.97838,-25.4963,15.3741,-7.05811,-5.16853,-8.12917,0.287479
DOGE,500,1,4313,0.922328,0.920473,0.997218,-8.99921,-7.47887,-53.6614,36.4276,-4.4641,-2.03217,-48.2779,40.9058,-6.73394,-5.04108,-9.20465,0.277248
DOGE,500,2,4313,0.909808,0.905402,0.997218,-9.40211,-7.70715,-53.6846,36.3961,-5.03687,-2.31151,-48.1704,40.2887,-7.22479,-5.28529,-9.55725,0.292381
DOGE,500,5,4313,0.877579,0.86761,0.997218,-9.3467,-6.71713,-53.2822,35.7398,-5.50875,-2.92777,-48.922,39.5392,-7.43869,-5.10317,-9.49096,0.298352
ENA,10,1,5511,0.548539,0.537652,0.886953,-6.12446,-5.4659,-15.5575,3.83189,-6.33145,-4.8366,-15.1451,4.03281,-6.22692,-5.0547,-6.38181,0.25911
ENA,10,2,5511,0.5137,0.500272,0.851388,-5.7577,-5.2804,-15.6725,4.02072,-6.102,-4.78791,-15.0906,4.50901,-5.92757,-5.01109,-6.00519,0.246945
ENA,10,5,5511,0.419706,0.405553,0.738704,-4.86228,-4.33924,-14.9811,5.41428,-5.39155,-3.79318,-14.3521,5.85387,-5.12238,-4.11602,-5.11364,0.207167
ENA,50,1,5480,0.791241,0.77573,0.995803,-8.74593,-7.74132,-29.4887,12.4841,-7.34765,-4.9511,-27.9884,15.8875,-8.05371,-6.56869,-9.30996,0.31375
ENA,50,2,5480,0.77135,0.755657,0.993978,-8.60557,-7.5551,-29.2613,12.549,-7.15377,-4.79829,-27.7801,15.9572,-7.88713,-6.28059,-9.02185,0.309817
ENA,50,5,5480,0.700912,0.690146,0.978467,-8.66928,-7.6877,-29.2641,11.7737,-6.80866,-4.92018,-28.6566,16.5254,-7.74617,-6.2726,-8.38768,0.306356
ENA,100,1,5442,0.851709,0.838662,0.99706,-9.51784,-8.83731,-39.8129,20.3006,-7.29786,-5.20016,-34.8604,24.9053,-8.41642,-7.14488,-10.1134,0.321777
ENA,100,2,5442,0.837376,0.824513,0.996876,-9.37846,-8.72124,-39.5701,20.4866,-7.22337,-4.90714,-34.7158,24.4661,-8.30926,-6.80081,-9.90453,0.319478
ENA,100,5,5442,0.786843,0.776185,0.99559,-9.52574,-8.72068,-39.1417,20.322,-6.83918,-4.74562,-33.8585,24.8946,-8.19162,-6.6291,-9.40187,0.316886
ENA,500,1,5108,0.931284,0.925607,0.997259,-13.3115,-13.6113,-82.9905,54.8541,-3.95009,-3.26896,-70.3306,66.6753,-8.64511,-7.91168,-11.0265,0.326491
ENA,500,2,5108,0.924432,0.919146,0.997259,-13.0797,-13.3505,-82.7545,54.9433,-3.81345,-3.16866,-69.8485,66.8682,-8.45986,-7.60462,-10.7982,0.322692
ENA,500,5,5108,0.904268,0.893696,0.997259,-13.2108,-13.1554,-81.2857,54.721,-3.9245,-3.074,-69.2052,66.3546,-8.59496,-7.66118,-10.7267,0.325479
ETH,10,1,15801,0.393203,0.390861,0.737865,-2.12277,-1.63243,-5.87445,1.8747,-2.36939,-1.80012,-5.78361,1.5111,-2.24571,-1.71849,-3.88039,-0.167939
ETH,10,2,15801,0.330042,0.329789,0.635276,-1.63873,-1.24024,-5.64803,2.55421,-1.88274,-1.35217,-5.41005,2.31149,-1.76069,-1.30168,-3.58088,-0.35194
ETH,10,5,15801,0.186444,0.186127,0.368711,-0.479957,-0.440084,-5.14971,4.6748,-0.632896,-0.379937,-5.05328,4.38923,-0.556362,-0.417692,-3.10364,-2.19609
ETH,50,1,15770,0.698732,0.692961,0.983957,-3.59979,-2.78798,-11.6136,4.95096,-3.94223,-2.92566,-11.3827,4.78411,-3.7703,-2.86926,-5.62355,0.102154
ETH,50,2,15770,0.649841,0.643437,0.966646,-3.3396,-2.58912,-11.4707,5.32198,-3.72893,-2.68409,-11.2926,5.08971,-3.5333,-2.63925,-5.28477,0.0754676
ETH,50,5,15770,0.499873,0.495942,0.854407,-3.1905,-2.52028,-11.6863,5.62363,-3.47704,-2.54021,-11.2823,5.66136,-3.33321,-2.53026,-4.65963,0.0499828
ETH,100,1,15725,0.78124,0.779714,0.995866,-3.81639,-3.05135,-15.3232,8.22853,-4.26936,-3.18483,-14.9278,7.73753,-4.04265,-3.11245,-6.1552,0.128956
ETH,100,2,15725,0.743211,0.741749,0.990715,-3.63002,-2.8453,-15.2254,8.46167,-4.08616,-3.00876,-14.6551,7.90141,-3.85786,-2.92714,-5.86439,0.111184
ETH,100,5,15725,0.625882,0.620731,0.947154,-3.52736,-2.85512,-15.2841,8.53595,-3.95908,-2.89061,-14.6282,8.36347,-3.74233,-2.87413,-5.33262,0.0991801
ETH,500,1,15389,0.902528,0.902723,0.99896,-4.61668,-2.873,-30.0636,21.5268,-4.34406,-3.14285,-29.091,21.8076,-4.48036,-3.02681,-7.04408,0.165205
ETH,500,2,15389,0.885308,0.882124,0.99883,-4.59461,-2.71541,-29.9567,21.5604,-4.30989,-3.17294,-28.9145,21.7179,-4.45251,-2.99411,-6.93475,0.163111
ETH,500,5,15389,0.823185,0.822731,0.996296,-4.5877,-2.46622,-29.9671,21.523,-4.21523,-2.76787,-28.9695,21.8114,-4.40152,-2.62188,-6.62227,0.159209
FARTCOIN,10,1,5080,0.48189,0.469291,0.79626,-11.7339,-10.5434,-25.7706,3.9787,-13.0355,-10.7677,-25.9498,0.999901,-12.376,-10.6853,-8.88593,0.378798
FARTCOIN,10,2,5080,0.453937,0.443307,0.76437,-11.6838,-10.9096,-25.6786,2.0004,-13.0662,-10.9554,-25.9027,1.9996,-12.3668,-10.9383,-8.54803,0.378708
FARTCOIN,10,5,5080,0.405118,0.391339,0.702165,-10.8337,-10.1911,-25.4089,5.0025,-12.2587,-10.1733,-25.2548,4.9975,-11.5339,-10.186,-7.59312,0.369948
FARTCOIN,50,1,5048,0.740293,0.726228,0.984548,-14.633,-13.9491,-44.6543,16.3548,-14.9078,-12.1183,-41.8069,17.6892,-14.7691,-12.7994,-13.8296,0.398436
FARTCOIN,50,2,5048,0.723059,0.70939,0.980784,-14.835,-13.7405,-44.8482,16.287,-14.9303,-12.1539,-41.5541,17.7507,-14.8822,-12.9944,-13.659,0.399208
FARTCOIN,50,5,5048,0.687203,0.672544,0.962361,-13.4224,-13.2415,-44.0972,17.6992,-13.7572,-11.0846,-40.7928,19.4121,-13.588,-11.7645,-12.2381,0.389609
FARTCOIN,100,1,5007,0.810865,0.79968,0.993809,-13.3445,-12.9758,-56.3495,27.3449,-17.7389,-11.1651,-57.0145,27.7417,-15.5264,-12.1351,-15.503,0.403391
FARTCOIN,100,2,5007,0.798482,0.787498,0.993609,-13.4276,-13.3039,-57.3978,27.3364,-17.712,-11.0996,-57.1138,28.0361,-15.555,-12.0592,-15.3349,0.403568
FARTCOIN,100,5,5007,0.772518,0.761933,0.990214,-11.831,-12.1453,-56.5698,29.2326,-16.6196,-10.1556,-55.4303,29.5687,-14.2088,-11.257,-13.9014,0.394432
FARTCOIN,500,1,4673,0.91269,0.910122,0.99465,-10.3293,-12.1177,-109.478,81.5486,-19.867,-13.9508,-109.095,80.8322,-15.0914,-12.8115,-16.7544,0.400606
FARTCOIN,500,2,4673,0.906056,0.903488,0.99465,-10.4181,-11.9414,-109.524,81.5127,-19.7535,-14.4009,-108.824,80.9023,-15.0792,-13.0565,-16.6432,0.400525
FARTCOIN,500,5,4673,0.895356,0.890862,0.99465,-8.59061,-10.8734,-108.194,82.5108,-19.3586,-13.0196,-108.69,80.5968,-13.9611,-12.1049,-15.4688,0.392558
HYPE,10,1,11059,0.49896,0.504657,0.878018,-4.7988,-4.054,-12.2119,3.0231,-4.50431,-3.98303,-12.0577,3.07927,-4.65072,-4.0167,-5.33377,0.177469
HYPE,10,2,11059,0.46053,0.465322,0.831088,-4.44421,-3.68348,-12.0108,3.35952,-4.02605,-3.64054,-11.5706,3.53566,-4.23405,-3.66412,-4.96005,0.145729
HYPE,10,5,11059,0.347861,0.352835,0.668053,-3.47426,-2.94075,-11.2092,5.0025,-2.84336,-2.60979,-10.8119,5.2649,-3.15657,-2.76674,-4.1059,0.0248005
HYPE,50,1,11022,0.763564,0.754491,0.996189,-7.72456,-6.62258,-25.6244,9.85916,-6.2925,-5.51979,-24.4176,11.9433,-7.01281,-6.10652,-8.32292,0.286106
HYPE,50,2,11022,0.739612,0.73063,0.995191,-7.5702,-6.48872,-25.1827,9.98614,-6.0883,-5.40286,-24.1755,11.9037,-6.83378,-6.02634,-8.02365,0.280502
HYPE,50,5,11022,0.664943,0.654509,0.984123,-7.35599,-6.56398,-24.8985,9.9958,-5.72222,-5.15379,-23.5274,12.1808,-6.54557,-5.85472,-7.31828,0.270837
HYPE,100,1,10982,0.828264,0.82699,0.997997,-7.80594,-7.27197,-34.5185,18.5785,-7.17527,-6.64545,-32.5034,19.1668,-7.49085,-6.92056,-9.19963,0.299756
HYPE,100,2,10982,0.810508,0.809506,0.997906,-7.69228,-7.32656,-34.1408,18.2324,-7.07069,-6.61408,-32.295,19.2375,-7.38168,-6.93553,-8.97921,0.296794
HYPE,100,5,10982,0.756237,0.75387,0.99654,-7.59852,-7.16181,-33.3205,18.2095,-6.92758,-6.26447,-31.7498,18.7916,-7.26358,-6.68698,-8.48439,0.29349
HYPE,500,1,10647,0.923171,0.920071,0.998403,-7.30894,-7.88507,-67.599,52.8039,-8.92418,-7.78522,-66.9339,51.9167,-8.1152,-7.81569,-10.4791,0.315162
HYPE,500,2,10647,0.914342,0.911712,0.998403,-7.3261,-7.90649,-67.429,52.4437,-8.8275,-7.99921,-66.7551,52.1098,-8.07572,-7.97319,-10.3734,0.314258
HYPE,500,5,10647,0.888795,0.88485,0.998403,-7.04724,-7.88038,-66.4215,52.4033,-8.74395,-7.72283,-66.0773,51.0174,-7.89371,-7.81991,-10.0003,0.309975
KBONK,10,1,4611,0.50141,0.504446,0.846454,-8.14473,-6.78219,-16.9188,1.0001,-7.22508,-5.83061,-17.0578,3.51941,-7.68352,-6.44204,-6.86426,0.304777
KBONK,10,2,4611,0.470397,0.460638,0.806116,-8.06491,-6.39054,-16.7358,2.0004,-7.46233,-6.05476,-17.1126,3.54182,-7.76678,-6.17538,-6.61557,0.30687
KBONK,10,5,4611,0.366298,0.362394,0.664064,-7.7915,-6.54617,-16.9717,2.88325,-7.47753,-6.18885,-18.0154,4.08133,-7.63535,-6.41332,-5.78191,0.303545
KBONK,50,1,4579,0.757807,0.751911,0.994322,-9.07506,-8.94326,-28.6588,10.6919,-8.94645,-6.6271,-28.524,13.6555,-9.011,-7.82135,-9.80204,0.333537
KBONK,50,2,4579,0.735095,0.725268,0.991046,-9.10767,-8.95556,-28.5155,10.1899,-9.29423,-6.69337,-28.4013,13.501,-9.20032,-7.91343,-9.7179,0.336962
KBONK,50,5,4579,0.663464,0.648613,0.964839,-9.06702,-8.86979,-28.6462,10.0347,-9.68537,-6.97734,-28.9111,13.0422,-9.3727,-8.01635,-9.14885,0.339961
KBONK,100,1,4536,0.826499,0.826279,0.996252,-9.72006,-8.49302,-38.471,17.8794,-8.53724,-6.39913,-34.8409,21.6347,-9.12873,-7.27399,-10.5439,0.335684
KBONK,100,2,4536,0.811508,0.807981,0.996032,-9.49528,-8.14923,-38.4884,18.4542,-8.64206,-6.31326,-34.5156,20.9326,-9.0696,-7.35319,-10.3441,0.334612
KBONK,100,5,4536,0.757937,0.749559,0.992284,-9.63763,-8.04291,-37.9749,18.4067,-8.98591,-6.45094,-34.9909,20.0514,-9.31358,-7.21102,-10.0201,0.338945
KBONK,500,1,4202,0.924798,0.916468,0.99643,-12.682,-11.1858,-76.4387,52.1955,-6.40742,-3.22414,-69.9627,62.7407,-9.5589,-7.15057,-11.8002,0.343078
KBONK,500,2,4202,0.9198,0.907425,0.99643,-12.3833,-10.6373,-76.0966,52.6476,-6.82756,-2.965,-69.6143,62.2446,-9.62427,-6.95972,-11.7929,0.344144
KBONK,500,5,4202,0.894336,0.878629,0.99643,-12.7618,-10.7953,-76.4465,50.8911,-7.26575,-3.50402,-70.7063,61.5853,-10.0381,-7.4929,-11.8986,0.350569
KPEPE,10,1,4845,0.51063,0.493705,0.831785,-7.91452,-6.08126,-15.7871,2.48058,-6.08847,-4.98917,-15.0287,3.56621,-7.01688,-5.60631,-6.52365,0.28623
KPEPE,10,2,4845,0.468731,0.447265,0.784727,-7.88979,-6.26162,-15.7605,2.0004,-6.30495,-5.2053,-15.2408,3.76184,-7.11594,-5.66285,-6.25909,0.289206
KPEPE,10,5,4845,0.355212,0.334778,0.629309,-8.20064,-6.28983,-16.7988,2.87468,-6.49663,-5.57879,-16.1875,4.9975,-7.37387,-5.96494,-5.54395,0.296579
KPEPE,50,1,4810,0.753846,0.743243,0.986279,-8.69472,-7.39,-27.501,9.30192,-6.91204,-5.11383,-24.6887,12.7999,-7.80969,-6.2435,-8.84591,0.307931
KPEPE,50,2,4810,0.729522,0.713514,0.97921,-8.53737,-7.10613,-27.0498,9.36781,-7.06861,-5.28793,-24.8437,12.5452,-7.81114,-6.40208,-8.63587,0.307967
KPEPE,50,5,4810,0.654262,0.633472,0.940748,-8.40927,-7.30882,-27.0596,9.94369,-7.22282,-5.62096,-25.2275,12.6653,-7.82562,-6.67031,-8.03866,0.308322
KPEPE,100,1,4777,0.827297,0.813481,0.994557,-8.54592,-7.76727,-36.5014,17.9517,-7.45312,-5.01726,-31.4574,19.7409,-8.00412,-6.99164,-9.56649,0.312596
KPEPE,100,2,4777,0.809713,0.791292,0.992883,-8.31331,-7.77661,-36.2278,17.9948,-7.62738,-5.64823,-31.3271,19.4618,-7.97429,-6.65739,-9.38344,0.311896
KPEPE,100,5,4777,0.755286,0.726188,0.983253,-8.18319,-7.19545,-35.1123,18.6517,-8.02781,-6.49761,-31.211,19.4168,-8.10703,-6.97974,-9.00517,0.314975
KPEPE,500,1,4443,0.918298,0.905919,0.996624,-10.4907,-11.2373,-68.8171,45.5696,-7.51756,-4.10772,-60.735,52.8082,-9.01423,-7.80231,-11.222,0.333596
KPEPE,500,2,4443,0.910421,0.89219,0.996624,-10.3003,-11.077,-68.4508,45.4616,-7.92859,-4.6386,-60.6311,53.1679,-9.12644,-7.79725,-11.2257,0.335642
KPEPE,500,5,4443,0.887463,0.86158,0.996624,-9.70932,-9.91253,-67.3713,45.5388,-8.63277,-4.61499,-59.33,53.2458,-9.17901,-7.26755,-11.0272,0.336584
LDO,10,1,4566,0.39816,0.408454,0.713535,-9.55223,-8.36048,-18.228,1.0001,-9.07399,-7.82729,-17.4734,0.9999,-9.31006,-8.16229,-6.75481,0.338884
LDO,10,2,4566,0.362024,0.37166,0.658782,-9.45337,-7.9833,-18.2876,0.435632,-9.00313,-7.90922,-17.9388,1.9996,-9.22529,-7.95438,-6.38422,0.337404
LDO,10,5,4566,0.282304,0.289093,0.538546,-9.1723,-7.45421,-18.4834,1.39514,-9.15848,-7.45429,-18.0816,1.66268,-9.1653,-7.45421,-5.61852,0.336339
LDO,50,1,4532,0.693292,0.683804,0.969991,-11.7512,-10.2729,-31.0628,7.913,-10.4863,-9.2625,-30.5498,10.2814,-11.1231,-9.8821,-10.6588,0.365146
