symbol,horizon,fold,quintile,n_windows,directional_accuracy,binomial_2sigma_lower_bound,mean_signed_return_bps,mean_abs_edge_bps,mean_slip_bps,gross_round_trip_bps,cost_round_trip_bps,headroom_bps,tradeable
AAVE,100,2026-03,2,98,0.5612244897959183,0.46096939437872064,3.1490193213915045,42.58222434520521,3.3627481455984576,5.214149919821042,14.725496291196915,-9.511346371375872,False
AAVE,100,2026-03,3,98,0.4897959183673469,0.38880170218257276,-7.611315892546038,49.056078436367265,3.186237639621127,-1.0011444578850472,14.372475279242254,-15.373619737127301,False
AAVE,100,2026-03,4,98,0.4489795918367347,0.34849161551245433,2.6729283355065663,41.538121296089585,3.2804057203047896,-4.238583805723427,14.56081144060958,-18.799395246333006,False
AAVE,100,2026-03,5,98,0.46938775510204084,0.36856200311492376,-2.9603816924187627,42.13784211264747,3.332881875663231,-2.5798678844478022,14.665763751326462,-17.245631635774266,False
AAVE,500,2026-02,1,112,0.45535714285714285,0.3612434169517783,-9.668910445519481,132.36995961342146,3.6646682621931457,-11.81874639405549,15.329336524386292,-27.14808291844178,False
AAVE,500,2026-02,2,112,0.5714285714285714,0.4779066184702889,10.62673906443591,130.79609737972928,3.664882053220662,18.685156768532746,15.329764106441324,3.355392662091422,False
AAVE,500,2026-02,3,111,0.3963963963963964,0.3035405469936754,-18.022892805777296,127.30079207458165,3.6715004373015008,-26.37764160103944,15.343000874603002,-41.72064247564244,False
AAVE,500,2026-02,4,112,0.4732142857142857,0.3788588548178601,-2.2286573994548315,96.26389559390934,3.5683209271765013,-5.156994406816575,15.136641854353002,-20.293636261169578,False
AAVE,500,2026-02,5,112,0.49107142857142855,0.39659537706852027,-0.5443667134468413,113.68307697233247,3.285794437939515,-2.0300549459345136,14.57158887587903,-16.601643821813543,False
AAVE,500,2026-03,1,88,0.4431818181818182,0.33727197354221317,-12.956937562194538,103.28806117482532,3.288962303313157,-11.737279678957423,14.577924606626315,-26.31520428558374,False
AAVE,500,2026-03,2,88,0.4772727272727273,0.3707825503731269,-9.725571528466673,87.26853203580968,3.305949921570395,-3.966751456173164,14.61189984314079,-18.578651299313954,False
AAVE,500,2026-03,3,88,0.4431818181818182,0.33727197354221317,-8.393795729428472,110.84835825096657,3.4463677043109984,-12.596404346700748,14.892735408621997,-27.489139755322746,False
AAVE,500,2026-03,4,88,0.5,0.3933996418221948,-1.1437857611733258,103.98272764797979,3.2442963440187516,0.0,14.488592688037503,-14.488592688037503,False
AAVE,500,2026-03,5,88,0.5340909090909091,0.427738619309739,3.754724577653478,100.39438574540013,3.077345587204498,6.845071755368185,14.154691174408995,-7.309619419040811,False
ASTER,100,2026-02,1,119,0.47058823529411764,0.3790771213808709,-6.052112447591625,62.76453884184676,5.156299373966038,-3.692031696579222,18.31259874793208,-22.0046304445113,False
ASTER,100,2026-02,2,118,0.4576271186440678,0.3659008237013497,-9.746830285956706,69.85528771031692,5.1864987973186585,-5.919939636467535,18.37299759463732,-24.292937231104855,False
ASTER,100,2026-02,3,118,0.5084745762711864,0.41643033827827497,3.980147982139557,65.40701211508598,4.928330095411105,1.1085934256794203,17.85666019082221,-16.74806676514279,False
ASTER,100,2026-02,4,118,0.4915254237288136,0.39948118573590213,0.26757088391098266,65.59397262537719,5.415965549532175,-1.111762247887746,18.83193109906435,-19.943693346952095,False
