symbol,horizon,fold,n_test_windows,p_cascade,precision_top_decile,recall_top_decile,lift,auc,mean_edge_in_cascade_bps,headroom_top_decile_bps,expected_gross_per_day
PENGU,100,2026-03,455,0.013186813186813187,0.022222222222222223,0.16666666666666666,1.6851851851851853,0.6440237564959168,312.32280798576556,516.3217690130494,839.0228746462053
PENGU,500,2026-02,479,0.016701461377870562,0.06382978723404255,0.375,3.8218085106382977,0.7645966029723992,627.7872287728319,2389.282573794041,4087.3798315976637
PENGU,500,2026-03,405,0.009876543209876543,0.0,0.0,0.0,0.2911471321695761,668.345193225832,-10.0,-14.464285714285714
PUMP,10,2026-02,627,0.017543859649122806,0.03225806451612903,0.18181818181818182,1.838709677419355,0.5425029515938606,122.40923880281963,215.07505199228126,481.6144914255727
PUMP,10,2026-03,500,0.004,0.02,0.5,5.0,0.9036144578313253,116.83789343805928,574.1894671902965,1025.3383342683867
PUMP,50,2026-02,619,0.01615508885298869,0.06557377049180328,0.4,4.059016393442623,0.7392446633825944,237.91608105966608,955.7052732848086,2112.791300583202
PUMP,50,2026-03,495,0.00404040404040404,0.0,0.0,0.0,0.627789046653144,211.8827262893297,-10.0,-17.678571428571427
PUMP,100,2026-02,613,0.022838499184339316,0.04918032786885246,0.21428571428571427,2.153395784543325,0.5697591223467684,322.4861423067138,684.4402994169164,1498.4353697948918
PUMP,100,2026-03,489,0.010224948875255624,0.020833333333333332,0.2,2.0374999999999996,0.5330578512396694,313.99192975368106,629.758556873125,1099.8283368248506
PUMP,500,2026-02,557,0.01615798922800718,0.05454545454545454,0.3333333333333333,3.375757575757576,0.5022303325223034,677.8486346128298,2278.252663511189,4532.095477056187
