threshold_version,skip_toxicity_score,max_spread_bps,min_top_depth_notional,max_mark_oracle_basis_abs_bps,min_bbo_updates,min_trade_count,min_trade_notional,min_price_updates
pacifica_governor_v2_fixed_diagnostic,0.9,40.0,1000.0,100.0,1.0,1.0,1.0,1.0
