symbol,bucket_start_ms,avg_spread_bps,top_depth_notional,toxicity_score
2Z,1777587900000,20.16248413797023,13964.31041372549,0.7108885375412978
2Z,1777587960000,12.247397428045192,5022.9772250000005,0.5882073194422807
2Z,1777588020000,12.247397428045192,2972.7976000000003,0.6311026608168574
2Z,1777588080000,12.247397428045192,3880.6382999999996,0.5188358854119582
2Z,1777588140000,12.247397428045192,3848.5469222222227,0.616419633405975
2Z,1777588200000,12.247397428045192,3930.5062125000004,0.6114004279003327
2Z,1777588260000,12.247397428045192,4413.7494038461555,0.6927176800287747
2Z,1777588320000,13.06489119428002,4965.345333333333,0.6430989691025698
2Z,1777588380000,19.565767512211355,12843.523528070175,0.8127517697211467
2Z,1777588440000,18.09450532716634,11131.190828571429,0.6960599701611007
2Z,1777588500000,12.26241569589244,5511.382325,0.6893101533683527
2Z,1777588560000,20.44739009904028,11506.707425,0.6779309473754398
2Z,1777588620000,15.90073969525869,6237.516901851852,0.8184295916738314
2Z,1777588680000,12.262415695892438,2399.0603,0.6624772633869523
2Z,1777588740000,12.26241569589244,378.3901,0.6487891331011105
2Z,1777588800000,12.262415695892438,378.34933333333333,0.5785534352882492
2Z,1777588860000,20.66436891439835,6100.7166789473695,0.7129466137593615
2Z,1777588920000,15.54744589690233,7110.657246666667,0.7016034721861578
2Z,1777588980000,22.082883156276658,11610.91817,0.7959763648218994
2Z,1777589040000,24.509803921567627,14774.367727272727,0.8041937630673415
2Z,1777589100000,12.247397428045192,872.8405250000001,0.6453423362947831
2Z,1777589160000,12.247397428045192,729.02055,0.6963654758676138
2Z,1777589220000,12.247397428045192,729.02055,0.6903481675107344
2Z,1777589280000,19.400467882599944,7762.978283333334,0.7099486186205247
2Z,1777589340000,20.427341179675896,14665.315233333335,0.686897844405591
2Z,1777589400000,20.935718870797196,10575.717087096775,0.7963147292219253
2Z,1777589460000,12.247397428045192,4931.717750000001,0.7545745712822072
2Z,1777589520000,12.247397428045192,4266.4003,0.5622781236756343
2Z,1777589580000,12.282404576932304,7180.092964772726,0.8185413112317746
2Z,1777589640000,12.262415695892438,4436.880733333333,0.6092575602243752
2Z,1777589700000,12.262415695892438,4436.7449,0.5946259847189443
2Z,1777589760000,12.26241569589244,5052.3035,0.6143966598897614
2Z,1777589820000,18.81139889475169,8495.435493333332,0.6843895239432484
2Z,1777589880000,20.452408480745166,8850.378966666667,0.6562998290065647
2Z,1777589940000,22.496142890679682,9126.90215,0.63410434254082
2Z,1777590000000,21.046413064678045,6503.141378861788,0.7369587852605838
