verdict,compared_rows,compared_features,mismatch_count,missing_key_count,version_mismatch_count,metadata_mismatch_count,invalid_metadata_count,invalid_feature_count,invalid_key_count,duplicate_key_count,missing_metadata_columns,failure_reasons
PARITY_FAIL_DIAGNOSTIC,0,3,0,0,0,0,0,0,0,0,offline.available_ts;offline.computed_at;offline.watermark_ts;offline.feature_version;offline.provisional_final_flag;live.available_ts;live.computed_at;live.watermark_ts;live.feature_version;live.provisional_final_flag,missing_required_columns
